,[0:0],[0:1],[0:2],[1:0],[1:1],[1:2],[2:0],[2:1],[2:2],Move
2568,Y,X,_,_,X,_,_,Y,_,6
2569,Y,_,Y,_,X,_,_,_,_,1
2570,Y,_,Y,Y,X,_,X,_,_,1
2571,Y,X,Y,X,X,Y,X,Y,_,8
2572,_,Y,_,X,X,Y,Y,X,Y,2
2573,Y,_,X,X,X,Y,Y,_,_,1
2574,_,_,_,Y,_,_,_,_,_,4
2575,_,X,_,Y,Y,_,_,_,X,2
2576,Y,_,_,_,X,_,_,_,_,2
2577,X,Y,_,_,_,_,Y,_,_,4
2578,Y,_,_,_,_,_,_,_,_,4
2579,X,Y,X,X,Y,_,Y,_,_,7
2580,Y,X,X,X,X,Y,Y,Y,_,8
2581,_,_,X,_,Y,_,_,_,_,0
2582,Y,_,X,_,X,_,Y,_,_,3
2583,_,_,X,_,Y,_,_,_,_,0
2584,Y,_,_,_,X,_,_,_,_,2
2585,_,_,_,_,_,_,_,_,_,0
2586,X,_,Y,Y,Y,X,_,_,_,6
2587,_,_,_,_,_,_,_,_,_,0
2588,Y,_,X,X,Y,_,_,_,_,8
2589,X,Y,X,_,Y,_,_,_,_,3
2590,X,X,Y,Y,Y,_,X,_,_,5
2591,Y,_,_,_,X,_,Y,_,_,3
2592,Y,_,_,X,X,Y,_,_,_,1
2593,X,Y,X,_,Y,X,Y,X,Y,3
2594,X,_,Y,Y,Y,X,X,Y,_,1
2595,X,_,Y,_,Y,_,_,_,_,6
2596,X,X,Y,_,Y,_,_,_,_,6
2597,_,_,_,_,_,_,_,_,_,0
2598,Y,X,Y,X,X,Y,_,Y,_,8
2599,Y,Y,_,X,X,_,Y,X,_,2
2600,Y,_,_,_,X,_,_,_,_,2
2601,Y,X,_,_,X,_,_,Y,_,6
2602,_,_,_,_,_,_,_,_,_,0
2603,_,_,_,_,_,_,_,_,Y,0
2604,X,Y,_,_,_,_,Y,_,_,4
2605,X,X,Y,_,Y,_,_,_,_,6
2606,Y,X,Y,_,X,_,X,Y,_,5
2607,X,_,_,_,Y,_,_,_,_,2
2608,Y,_,X,_,_,_,_,_,_,4
2609,Y,_,X,X,X,Y,Y,_,_,1
2610,X,_,_,Y,Y,X,X,Y,_,1
2611,X,Y,_,Y,Y,X,X,_,_,7
2612,X,_,_,Y,Y,_,X,_,_,1
2613,Y,_,_,_,X,_,_,_,_,2
2614,Y,X,_,_,X,_,_,Y,_,6
2615,X,_,Y,_,Y,_,_,_,_,6
2616,_,_,_,_,Y,_,_,_,_,0
2617,X,Y,X,X,Y,Y,Y,X,_,8
2618,Y,X,_,_,X,_,_,Y,_,6
2619,Y,X,Y,X,X,Y,_,Y,_,8
2620,Y,Y,_,X,X,_,Y,_,_,2
2621,X,Y,X,_,Y,_,Y,_,_,7
2622,Y,X,Y,_,X,_,_,Y,_,3
2623,Y,_,_,_,_,_,_,_,_,4
2624,X,X,Y,Y,Y,_,X,_,_,5
2625,_,_,_,_,Y,_,_,X,_,0
2626,X,Y,_,Y,Y,X,X,X,Y,2
2627,X,Y,X,_,Y,_,_,_,_,3
2628,Y,_,_,_,_,_,_,_,_,4
2629,X,Y,X,_,Y,_,Y,_,_,7
2630,X,_,_,_,_,Y,_,_,Y,2
2631,Y,_,_,_,X,_,_,_,_,2
2632,_,Y,_,_,_,_,_,_,_,4
2633,_,_,_,_,_,_,_,_,_,0
2634,Y,_,Y,_,_,_,X,_,X,1
2635,X,_,Y,Y,Y,X,_,_,_,6
2636,Y,_,_,_,_,_,_,_,X,6
2637,_,_,_,_,_,_,_,_,_,0
2638,X,_,_,Y,X,_,Y,_,Y,1
2639,Y,_,_,_,_,_,_,_,_,4
2640,X,X,Y,Y,Y,_,X,_,_,5
2641,X,Y,Y,_,X,_,_,_,Y,3
2642,_,_,_,X,Y,_,_,_,_,0
2643,_,Y,_,_,_,_,_,_,_,4
2644,X,Y,X,X,Y,_,Y,_,_,7
2645,Y,Y,X,X,X,Y,Y,_,_,7
2646,Y,X,X,Y,Y,_,_,_,X,5
2647,X,X,Y,Y,Y,_,X,_,Y,5
2648,X,_,_,_,Y,_,Y,_,_,2
2649,Y,_,Y,_,X,_,_,_,_,1
2650,_,_,_,_,_,_,_,_,_,0
2651,Y,X,Y,X,X,Y,X,Y,_,8
2652,_,_,_,_,_,_,_,_,_,0
2653,_,_,_,_,_,_,_,_,_,0
2654,X,_,_,Y,Y,_,_,_,_,5
2655,_,_,_,_,_,_,_,_,_,0
2656,X,Y,X,X,Y,_,Y,_,_,7
2657,_,_,_,_,_,_,_,_,_,0
2658,_,_,_,_,_,Y,_,_,_,0
2659,Y,_,X,X,X,Y,Y,_,_,1
2660,_,_,_,Y,_,_,_,_,_,4
2661,_,_,_,_,_,_,_,_,_,0
2662,Y,_,Y,_,X,_,_,_,_,1
2663,Y,_,_,_,X,_,Y,_,_,3
2664,Y,_,_,X,X,Y,Y,_,_,7
2665,X,Y,X,_,Y,_,_,_,_,3
2666,X,Y,X,_,Y,Y,_,_,_,3
2667,_,_,_,_,Y,_,X,_,_,0
2668,X,Y,_,Y,Y,X,Y,X,_,2
2669,X,Y,X,X,Y,_,Y,_,_,7
2670,X,Y,Y,Y,X,_,_,X,Y,5
2671,X,_,_,_,Y,_,_,_,_,2
2672,_,Y,Y,X,X,_,_,_,Y,0
2673,Y,Y,_,X,X,_,Y,_,_,2
2674,X,Y,_,Y,Y,X,X,_,_,7
2675,X,Y,_,_,Y,_,_,_,_,7
2676,X,Y,_,_,Y,_,_,_,_,7
2677,X,Y,X,X,Y,_,Y,X,Y,5
2678,X,Y,X,Y,Y,_,_,X,_,5
2679,Y,X,Y,_,X,_,X,Y,_,5
2680,_,X,_,Y,Y,_,_,_,X,2
2681,X,_,_,_,Y,_,_,_,_,2
2682,_,Y,X,_,Y,Y,_,X,X,3
2683,Y,X,Y,_,X,_,X,Y,_,5
2684,X,Y,X,_,Y,_,_,_,_,3
2685,Y,_,_,X,X,Y,_,_,_,1
2686,Y,Y,_,_,X,_,_,_,_,2
2687,X,_,_,_,Y,_,_,_,_,2
2688,_,_,_,_,_,_,Y,_,_,0
2689,_,Y,_,X,X,Y,Y,X,Y,2
2690,Y,Y,X,X,X,Y,Y,X,_,8
2691,Y,X,Y,_,X,_,X,Y,_,5
2692,Y,_,X,_,X,_,Y,_,_,3
2693,X,_,_,_,Y,_,_,_,_,2
2694,X,Y,X,_,Y,_,_,_,Y,3
2695,X,_,_,_,Y,_,_,_,_,2
2696,_,_,_,_,_,_,Y,_,_,0
2697,Y,X,Y,Y,X,_,X,Y,_,5
2698,Y,Y,_,X,Y,_,X,_,X,2
2699,_,_,_,_,_,_,_,_,_,0
2700,Y,_,_,_,X,_,_,_,_,2
2701,X,Y,X,_,Y,Y,_,X,_,3
2702,Y,X,Y,_,X,_,X,Y,_,5
2703,X,Y,X,_,Y,_,_,_,_,3
2704,X,Y,Y,Y,X,_,_,X,Y,5
2705,X,Y,X,_,Y,_,_,_,_,3
2706,_,_,_,_,_,_,_,_,_,0
2707,Y,_,_,_,X,_,_,_,_,2
2708,Y,X,X,_,Y,_,_,_,_,8
2709,Y,Y,_,_,X,_,_,_,_,2
2710,X,_,_,_,Y,X,Y,_,_,2
2711,Y,X,X,X,X,Y,Y,Y,_,8
2712,X,X,Y,Y,Y,_,X,_,_,5
2713,_,_,_,_,_,_,_,Y,_,0
2714,Y,_,X,X,X,Y,Y,_,_,1
2715,_,Y,_,_,_,_,_,_,_,4
2716,_,_,_,_,_,_,_,_,_,0
2717,X,_,_,Y,Y,_,X,_,_,1
2718,X,_,_,_,_,Y,_,_,Y,2
2719,X,Y,X,X,Y,_,Y,_,_,7
2720,Y,_,X,_,X,_,Y,_,_,3
2721,Y,X,_,_,X,_,_,Y,_,6
2722,_,_,_,_,_,_,_,_,Y,0
2723,Y,X,X,X,X,Y,Y,Y,_,8
2724,_,X,_,_,Y,_,_,_,_,0
2725,Y,_,Y,_,X,Y,X,_,_,1
2726,X,Y,X,Y,Y,_,Y,X,_,5
2727,X,Y,X,_,Y,_,Y,_,_,7
2728,X,_,_,Y,Y,_,X,_,_,1
2729,_,_,_,_,_,_,_,_,_,0
2730,X,X,Y,Y,Y,_,X,_,_,5
2731,Y,Y,X,_,X,_,Y,_,_,3
2732,X,_,_,Y,Y,_,_,_,_,5
2733,X,_,Y,Y,X,_,_,_,Y,7
2734,Y,_,_,_,X,_,_,_,_,2
2735,X,Y,_,Y,Y,X,X,X,Y,2
2736,X,_,_,Y,Y,_,_,_,_,5
2737,X,Y,Y,Y,Y,X,X,_,_,7
2738,X,Y,Y,Y,X,Y,X,_,_,8
2739,_,Y,_,X,X,Y,Y,X,Y,2
2740,Y,X,Y,X,X,Y,_,Y,_,8
2741,X,_,_,_,Y,_,_,_,_,2
2742,Y,_,X,_,X,_,Y,_,_,3
2743,_,_,_,_,Y,_,_,_,_,0
2744,X,X,Y,Y,Y,_,X,Y,_,5
2745,X,X,Y,Y,Y,X,X,Y,_,8
2746,X,Y,_,Y,Y,_,X,_,_,5
2747,Y,X,_,_,_,_,_,_,_,4
2748,_,_,_,Y,_,_,_,_,_,4
2749,Y,X,Y,Y,X,X,_,Y,_,6
2750,X,Y,X,X,Y,Y,Y,X,_,8
2751,_,_,_,_,Y,_,_,_,_,0
2752,Y,X,Y,Y,X,X,X,Y,_,8
2753,Y,_,_,_,X,_,Y,_,X,3
2754,Y,_,X,X,X,Y,Y,_,_,1
2755,X,_,_,Y,Y,_,X,_,_,1
2756,Y,_,_,_,_,_,_,_,_,4
2757,_,X,_,_,Y,_,_,_,_,0
2758,X,_,_,_,Y,_,_,_,_,2
2759,Y,_,_,X,X,_,Y,Y,_,5
2760,X,Y,X,X,Y,_,Y,_,_,7
2761,_,_,_,_,_,_,Y,_,_,0
2762,_,_,_,_,_,_,_,_,_,0
2763,_,_,_,_,_,_,_,Y,_,0
2764,Y,_,_,_,_,_,_,_,_,4
2765,_,_,_,_,Y,_,_,_,_,0
2766,X,Y,X,X,Y,_,Y,X,Y,5
2767,X,_,_,_,Y,_,_,_,_,2
2768,X,_,_,_,Y,_,Y,_,_,2
2769,X,_,Y,Y,Y,X,X,X,Y,1
2770,_,_,_,_,_,_,Y,_,_,0
2771,_,Y,X,_,Y,_,_,_,X,7
2772,Y,_,Y,_,X,_,X,_,_,1
2773,Y,Y,X,X,X,Y,Y,X,_,8
2774,Y,_,_,_,X,_,_,_,_,2
2775,_,Y,_,X,X,Y,_,_,Y,6
2776,X,_,Y,Y,_,X,X,Y,Y,1
2777,_,_,Y,_,_,_,_,_,_,0
2778,Y,_,X,_,_,_,_,_,_,4
2779,Y,_,_,_,X,_,Y,_,_,3
2780,_,_,_,_,_,_,_,_,Y,0
2781,_,X,Y,_,X,_,_,Y,Y,5
2782,_,_,_,_,_,_,_,_,_,0
2783,Y,X,Y,_,X,_,_,Y,_,3
2784,X,_,_,_,Y,_,Y,_,_,2
2785,X,Y,X,_,Y,_,Y,_,_,7
2786,_,_,_,_,_,_,Y,_,_,0
2787,Y,_,_,_,_,X,_,_,_,4
2788,Y,Y,X,X,X,Y,Y,X,_,8
2789,X,_,_,Y,X,_,Y,_,Y,1
2790,X,X,Y,Y,Y,_,X,_,_,5
2791,_,_,_,_,Y,_,_,_,_,0
2792,X,Y,X,X,Y,_,Y,_,_,7
2793,X,Y,X,_,Y,_,Y,_,_,7
2794,X,Y,X,X,Y,Y,Y,X,_,8
2795,Y,_,_,_,_,_,_,_,_,4
2796,_,_,_,_,Y,_,_,_,_,0
2797,Y,X,Y,Y,X,X,_,Y,_,6
2798,X,_,_,_,Y,_,_,_,_,2
2799,_,_,_,_,Y,_,_,_,_,0
2800,X,Y,X,_,Y,Y,Y,X,_,3
2801,Y,_,Y,Y,X,_,X,_,_,1
2802,X,_,_,Y,Y,_,X,_,_,1
2803,_,_,_,_,_,_,_,_,_,0
2804,Y,_,_,X,X,Y,_,_,_,1
2805,X,Y,X,X,Y,_,Y,X,Y,5
2806,X,Y,X,_,Y,Y,Y,X,_,3
2807,_,_,_,Y,_,_,_,_,_,4
2808,X,_,Y,_,Y,_,_,_,_,6
2809,X,Y,_,_,_,_,Y,_,_,4
2810,_,_,_,_,_,_,_,_,_,0
2811,Y,Y,X,X,X,Y,Y,_,_,7
2812,Y,_,_,_,_,_,_,_,_,4
2813,Y,Y,X,X,X,Y,Y,X,_,8
2814,X,Y,_,Y,Y,X,X,_,_,7
2815,Y,X,_,_,X,_,_,Y,_,6
2816,Y,X,_,_,X,_,_,Y,_,6
2817,Y,Y,X,X,X,Y,Y,_,_,7
2818,Y,Y,X,X,X,Y,Y,_,_,7
2819,X,_,Y,Y,Y,X,_,_,_,6
2820,X,_,_,_,Y,_,_,_,_,2
2821,_,_,_,_,_,_,_,_,_,0
2822,Y,_,_,X,Y,_,X,_,_,8
2823,Y,_,_,_,_,_,_,_,_,4
2824,Y,_,_,X,Y,_,_,X,_,8
2825,Y,Y,X,X,X,Y,Y,_,_,7
2826,X,_,Y,_,Y,_,_,_,_,6
2827,_,_,_,_,_,Y,_,_,_,0
2828,X,_,Y,Y,Y,_,X,_,_,5
2829,Y,_,Y,_,_,_,X,_,X,1
2830,Y,X,_,_,X,_,_,Y,_,6
2831,X,Y,X,_,Y,_,_,_,_,3
2832,_,_,_,_,_,_,_,_,_,0
2833,_,_,_,_,_,_,_,_,_,0
2834,X,_,_,Y,Y,_,X,_,_,1
2835,_,_,_,_,_,_,Y,_,_,0
2836,X,_,_,Y,Y,X,X,Y,_,1
2837,Y,_,X,_,X,_,Y,_,_,3
2838,_,_,_,_,_,_,_,_,_,0
2839,Y,X,X,Y,Y,_,_,_,X,5
2840,X,Y,X,_,Y,_,Y,_,_,7
2841,X,Y,X,_,Y,_,_,_,_,3
2842,_,Y,X,_,Y,_,_,_,X,7
2843,Y,Y,_,X,X,_,Y,_,_,2
2844,X,Y,X,X,Y,Y,Y,X,_,8
2845,Y,_,_,_,X,_,_,_,_,2
2846,X,_,_,Y,Y,_,X,_,_,1
2847,X,_,Y,_,Y,_,_,_,_,6
2848,Y,X,X,X,X,Y,Y,Y,_,8
2849,Y,_,Y,_,X,_,_,_,_,1
2850,X,_,_,_,Y,_,_,_,_,2
2851,_,_,_,_,_,_,_,_,_,0
2852,X,_,_,Y,Y,X,X,Y,_,1
2853,Y,_,X,X,X,Y,Y,_,_,1
2854,X,X,Y,Y,Y,X,X,Y,_,8
2855,X,X,Y,Y,Y,_,X,_,_,5
2856,Y,_,Y,_,X,Y,X,_,_,1
2857,X,X,Y,Y,Y,_,X,_,_,5
2858,_,_,_,_,_,_,_,_,_,0
2859,X,X,Y,Y,Y,X,X,_,Y,7
2860,X,Y,Y,Y,Y,X,_,X,_,6
2861,Y,Y,X,X,X,Y,Y,X,_,8
2862,Y,X,X,X,Y,Y,_,Y,X,6
2863,_,X,Y,Y,X,X,_,Y,Y,6
2864,Y,_,_,Y,X,_,_,_,_,6
2865,_,_,_,_,_,_,_,_,_,0
2866,X,_,Y,Y,Y,X,X,Y,_,1
2867,X,_,_,Y,Y,X,X,Y,_,1
2868,Y,X,Y,_,X,_,X,Y,_,5
2869,Y,_,_,X,_,_,_,_,_,4
2870,_,_,_,_,_,_,_,_,_,0
2871,Y,_,X,_,X,_,Y,_,_,3
2872,_,_,_,_,_,_,_,_,_,0
2873,X,_,Y,Y,Y,X,X,Y,_,1
2874,Y,_,_,_,X,_,Y,_,_,3
2875,Y,_,Y,_,X,_,_,_,_,1
2876,Y,_,_,_,X,_,_,_,_,2
2877,X,Y,_,_,Y,_,_,_,_,7
2878,Y,X,Y,X,X,Y,_,Y,_,8
2879,_,_,Y,_,X,_,_,_,Y,1
2880,Y,_,_,_,X,_,_,_,_,2
2881,_,_,_,_,_,_,_,_,_,0
2882,X,Y,X,_,Y,_,_,_,_,3
2883,Y,_,X,_,Y,_,_,X,_,8
2884,X,Y,X,X,Y,Y,Y,X,_,8
2885,X,_,Y,_,Y,_,_,_,_,6
2886,Y,_,X,X,Y,_,_,Y,X,1
2887,Y,_,_,_,_,X,_,_,_,4
2888,_,_,_,_,_,_,_,_,_,0
2889,Y,_,_,_,_,_,_,_,_,4
2890,X,Y,X,X,Y,Y,Y,X,_,8
2891,X,_,Y,_,Y,_,_,_,_,6
2892,Y,_,_,_,X,_,Y,_,_,3
2893,X,_,_,_,Y,Y,_,_,_,3
2894,_,Y,X,_,Y,Y,_,X,X,3
2895,_,_,_,_,_,_,_,_,_,0
2896,_,Y,_,_,_,_,_,_,_,4
2897,_,_,_,_,_,_,_,Y,_,0
2898,X,_,_,_,Y,_,_,_,_,2
2899,Y,_,_,_,_,_,_,_,_,4
2900,_,_,_,_,_,_,_,_,_,0
2901,X,_,Y,_,_,_,_,Y,_,4
2902,X,Y,Y,Y,Y,X,X,_,_,7
2903,Y,_,_,_,_,_,_,_,_,4
2904,Y,_,Y,_,X,_,_,_,_,1
2905,Y,_,_,Y,X,_,_,_,_,6
2906,X,X,Y,Y,Y,_,X,_,Y,5
2907,_,_,_,_,_,_,_,_,_,0
2908,X,_,Y,_,_,_,Y,_,_,4
2909,Y,Y,_,X,X,_,Y,_,_,2
2910,_,_,_,_,_,_,_,_,_,0
2911,_,_,_,_,_,_,_,Y,_,0
2912,X,X,Y,_,Y,_,_,_,_,6
2913,Y,X,X,_,X,_,Y,Y,_,3
2914,X,_,_,_,Y,_,_,_,_,2
2915,X,X,Y,Y,Y,X,X,_,Y,7
2916,_,_,_,_,_,_,_,_,_,0
2917,Y,_,_,_,_,_,_,_,_,4
2918,X,X,Y,Y,Y,_,X,_,_,5
2919,Y,X,Y,Y,X,_,_,_,_,6
2920,Y,X,X,X,X,Y,Y,Y,_,8
2921,Y,_,X,X,Y,Y,X,Y,X,1
2922,Y,X,Y,Y,X,_,X,Y,_,5
2923,Y,_,_,X,_,_,_,_,_,4
2924,X,Y,X,X,Y,Y,Y,X,_,8
2925,Y,_,_,_,X,_,_,_,_,2
2926,_,_,_,_,_,_,_,_,_,0
2927,X,_,_,Y,Y,X,X,Y,_,1
2928,Y,X,_,_,Y,Y,X,_,X,3
2929,X,_,_,_,Y,_,_,_,_,2
2930,X,_,_,_,Y,_,Y,_,_,2
2931,Y,Y,X,_,X,_,Y,_,_,3
2932,X,_,_,Y,Y,_,_,_,_,5
2933,Y,Y,X,X,X,Y,Y,_,_,7
2934,X,Y,X,_,_,_,Y,_,Y,7
2935,Y,_,_,_,X,_,_,_,Y,2
2936,Y,Y,_,X,X,_,Y,_,_,2
2937,X,Y,X,_,Y,_,_,_,_,3
2938,Y,Y,_,X,X,_,Y,_,_,2
2939,X,X,Y,Y,Y,_,X,_,_,5
2940,Y,_,_,_,_,_,_,_,_,4
2941,_,_,_,_,Y,_,_,_,_,0
2942,_,_,_,X,Y,_,_,_,_,0
2943,_,_,_,_,_,_,_,_,_,0
2944,X,Y,X,_,Y,Y,Y,X,_,3
2945,Y,_,_,_,X,_,_,_,_,2
2946,X,X,_,Y,X,_,Y,_,Y,2
2947,Y,_,X,X,X,Y,Y,_,_,1
2948,X,_,_,_,Y,_,_,_,_,2
2949,Y,X,Y,_,X,_,X,Y,_,5
2950,X,_,Y,Y,Y,_,X,_,_,5
2951,X,_,_,_,Y,_,Y,_,_,2
2952,_,_,_,_,Y,_,X,_,_,0
2953,Y,_,X,_,_,_,_,_,_,4
2954,Y,Y,_,X,X,_,Y,_,_,2
2955,Y,X,Y,_,X,_,_,Y,_,3
2956,_,_,_,_,_,_,_,_,_,0
2957,X,Y,X,_,Y,_,_,_,_,3
2958,Y,X,X,X,X,Y,Y,Y,_,8
2959,_,_,_,_,_,_,_,_,_,0
2960,X,Y,_,Y,Y,X,Y,X,_,2
2961,_,_,_,_,_,_,_,_,_,0
2962,Y,_,X,X,Y,_,_,Y,X,1
2963,_,X,Y,Y,Y,X,X,Y,X,0
2964,Y,Y,X,X,X,Y,Y,X,_,8
2965,_,_,Y,Y,X,_,_,_,_,0
2966,Y,_,_,X,X,Y,Y,_,_,7
2967,Y,X,_,X,X,Y,Y,_,_,7
2968,_,_,_,Y,Y,_,_,X,X,5
2969,Y,X,_,X,X,Y,Y,Y,_,8
2970,Y,Y,X,X,X,Y,Y,X,_,8
2971,Y,Y,_,_,X,_,_,_,_,2
2972,X,Y,X,_,Y,_,_,_,_,3
2973,Y,X,_,_,_,_,_,_,_,4
2974,_,_,_,_,_,_,_,_,_,0
2975,X,Y,X,Y,Y,X,_,X,Y,6
2976,Y,X,X,X,X,Y,Y,Y,_,8
2977,X,X,Y,Y,Y,X,X,Y,_,8
2978,X,_,_,_,Y,_,_,_,_,2
2979,_,_,_,Y,_,_,_,_,_,4
2980,Y,X,X,X,Y,Y,_,Y,X,6
2981,X,Y,X,_,Y,_,Y,_,_,7
2982,X,_,_,Y,Y,_,X,_,_,1
2983,X,X,Y,_,Y,_,_,_,_,6
2984,X,_,Y,_,Y,_,_,_,_,6
2985,Y,_,_,_,X,_,_,_,_,2
2986,Y,X,Y,Y,X,X,X,Y,_,8
2987,_,_,_,_,_,_,_,_,_,0
2988,Y,X,X,X,X,Y,Y,Y,_,8
2989,Y,X,_,X,X,Y,_,Y,_,2
2990,X,Y,Y,Y,_,X,X,_,Y,7
2991,X,_,Y,Y,X,_,_,_,Y,7
2992,X,_,_,_,Y,_,Y,_,_,2
2993,X,_,_,_,Y,_,_,_,_,2
2994,Y,X,X,X,X,Y,Y,Y,_,8
2995,Y,Y,_,X,X,Y,Y,X,_,2
2996,_,_,_,_,_,_,Y,_,_,0
2997,Y,X,_,X,X,Y,Y,Y,_,8
2998,X,_,_,_,Y,_,_,_,_,2
2999,_,_,_,Y,_,_,_,_,_,4
3000,Y,Y,_,_,X,_,_,_,_,2
3001,X,Y,X,Y,Y,_,Y,X,_,5
3002,_,_,_,_,_,_,_,_,_,0
3003,Y,_,_,_,X,_,_,_,_,2
3004,_,X,_,_,Y,_,_,_,_,0
3005,X,_,_,Y,Y,_,_,_,_,5
3006,X,Y,X,_,Y,_,Y,_,_,7
3007,Y,_,_,_,X,Y,_,_,_,6
3008,X,X,Y,Y,Y,X,X,_,Y,7
3009,Y,X,Y,_,X,_,X,Y,_,5
3010,Y,X,Y,_,X,_,X,Y,_,5
3011,_,_,_,_,Y,_,X,_,_,0
3012,Y,_,_,_,X,_,_,_,_,2
3013,_,Y,_,_,_,_,_,_,_,4
3014,X,Y,_,_,Y,_,Y,X,_,2
3015,Y,X,Y,_,X,_,X,Y,_,5
3016,Y,X,_,_,Y,_,X,_,_,8
3017,X,Y,X,_,Y,Y,Y,X,_,3
3018,X,_,_,_,Y,Y,_,_,_,3
3019,Y,X,Y,Y,X,_,X,Y,_,5
3020,Y,X,Y,Y,X,_,_,_,_,6
3021,_,_,_,_,Y,_,_,_,_,0
3022,X,Y,_,_,Y,_,Y,X,_,2
3023,Y,_,X,_,X,_,Y,_,_,3
3024,Y,_,_,_,_,_,_,_,_,4
3025,Y,_,_,_,_,_,_,_,_,4
3026,_,Y,_,_,_,_,_,_,_,4
3027,Y,_,X,X,Y,_,_,Y,X,1
3028,X,Y,_,_,Y,_,_,_,_,7
3029,X,Y,X,_,Y,Y,Y,X,_,3
3030,Y,X,_,X,X,Y,Y,Y,_,8
3031,X,Y,X,Y,Y,_,_,X,_,5
3032,Y,X,_,X,X,Y,Y,Y,_,8
3033,_,_,_,_,_,_,_,_,_,0
3034,X,_,_,_,Y,_,_,_,_,2
3035,_,_,_,_,_,_,_,_,_,0
3036,X,_,Y,Y,Y,_,X,_,_,5
3037,X,_,_,X,Y,_,Y,_,_,2
3038,X,_,_,Y,Y,_,X,_,_,1
3039,_,_,_,_,_,_,_,_,_,0
3040,X,_,Y,_,Y,_,_,_,_,6
3041,Y,_,X,X,Y,_,_,_,_,8
3042,Y,X,Y,X,X,Y,X,Y,_,8
3043,X,_,_,_,Y,_,_,_,_,2
3044,X,_,Y,Y,Y,X,X,Y,_,1
3045,_,_,_,_,_,_,_,_,_,0
3046,Y,X,Y,Y,X,_,_,_,_,6
3047,X,Y,_,Y,Y,_,X,_,_,5
3048,Y,X,Y,Y,X,X,_,Y,_,6
3049,X,Y,X,_,Y,_,_,_,_,3
3050,X,Y,X,Y,Y,X,_,X,Y,6
3051,X,X,Y,Y,Y,X,X,Y,_,8
3052,Y,_,_,_,_,_,_,_,_,4
3053,X,_,_,Y,Y,_,X,_,_,1
3054,Y,X,Y,X,Y,_,X,Y,X,5
3055,X,Y,X,X,Y,_,Y,_,_,7
3056,Y,_,_,Y,X,_,_,_,_,6
3057,X,_,Y,Y,Y,_,X,_,_,5
3058,_,Y,_,_,_,_,_,_,_,4
3059,X,Y,Y,Y,X,_,X,_,Y,5
3060,Y,Y,X,X,X,Y,Y,X,_,8
3061,X,_,_,_,Y,_,_,_,_,2
3062,Y,X,X,X,X,Y,Y,Y,_,8
3063,_,Y,_,X,X,Y,Y,X,Y,2
3064,X,Y,Y,_,X,_,Y,X,Y,5
3065,X,Y,X,_,Y,_,_,_,_,3
3066,Y,_,_,_,X,_,_,_,_,2
3067,X,_,Y,Y,Y,X,X,X,Y,1
3068,Y,_,_,_,_,_,_,_,_,4
3069,_,_,_,_,_,_,_,_,_,0
3070,Y,_,X,_,X,_,Y,_,_,3
3071,Y,X,_,X,X,Y,Y,Y,_,8
3072,_,_,_,_,_,_,_,_,_,0
3073,Y,_,_,X,X,Y,Y,_,_,7
3074,_,_,_,_,_,_,_,_,_,0
3075,X,X,Y,Y,Y,_,X,_,_,5
3076,Y,_,_,X,X,Y,Y,_,_,7
3077,_,_,_,Y,Y,X,X,Y,X,1
3078,_,_,_,_,_,_,Y,_,_,0
3079,_,_,_,_,_,_,_,_,_,0
3080,Y,_,Y,Y,X,_,X,_,_,1
3081,Y,_,X,_,Y,Y,X,_,X,3
3082,Y,_,_,_,X,_,Y,_,_,3
3083,Y,X,Y,_,Y,X,X,Y,X,3
3084,X,Y,_,Y,Y,_,X,_,_,5
3085,Y,_,_,_,_,_,_,_,_,4
3086,Y,_,Y,_,X,_,_,_,_,1
3087,Y,_,Y,X,X,_,Y,_,_,1
3088,X,_,_,Y,_,_,_,Y,_,4
3089,_,_,_,_,_,_,_,_,_,0
3090,X,Y,X,X,Y,_,Y,X,Y,5
3091,Y,X,Y,Y,X,X,_,_,_,6
3092,X,_,Y,Y,Y,X,X,_,Y,7
3093,_,_,Y,_,_,_,_,_,_,0
3094,X,X,Y,Y,Y,X,X,Y,_,8
3095,X,Y,Y,Y,Y,X,X,_,_,7
3096,X,Y,Y,Y,X,_,_,X,Y,5
3097,X,Y,X,_,Y,Y,_,X,_,3
3098,_,_,_,_,_,_,_,_,_,0
3099,_,X,_,Y,X,_,_,Y,Y,2
3100,_,_,_,_,Y,_,_,_,_,0
3101,X,_,_,_,_,_,Y,_,Y,2
3102,X,Y,X,X,Y,Y,Y,X,_,8
3103,_,_,_,_,_,_,_,_,_,0
3104,Y,_,_,_,X,_,_,_,_,2
3105,X,_,Y,Y,Y,X,X,Y,_,1
3106,X,Y,X,X,Y,_,Y,_,_,7
3107,_,_,_,_,Y,_,_,_,_,0
3108,_,_,_,_,_,_,_,_,_,0
3109,Y,X,Y,_,X,_,_,Y,_,3
3110,Y,_,_,_,X,_,Y,_,_,3
3111,_,_,_,_,_,_,_,_,Y,0
3112,_,_,_,_,_,_,_,_,_,0
3113,Y,Y,X,X,X,Y,Y,_,_,7
3114,X,Y,_,_,Y,_,Y,X,_,2
3115,Y,_,X,X,Y,_,_,_,_,8
3116,X,_,_,Y,Y,X,X,Y,_,1
3117,_,_,_,_,_,_,_,_,_,0
3118,_,_,_,_,_,_,Y,_,_,0
3119,Y,_,_,_,X,_,_,_,_,2
3120,X,Y,_,_,Y,_,_,_,_,7
